Date,ASX,Dow Jones,S&P 500,Nasdaq,ASX / Dow Jones,ASX / S&P 500,ASX / Nasdaq
10-Jul-00,1065.84,204.70,276.93,560.30,1065.84227865417+204.696426896842i,1065.84227865417+276.925925187196i,1065.84227865417+560.299707333464i
11-Jul-00,1072.06,205.64,278.23,556.27,1072.06005017529+205.635761084461i,1072.06005017529+278.227014193924i,1072.06005017529+556.266605656808i
12-Jul-00,1074.25,205.93,279.46,561.45,1074.24848024714+205.931511317729i,1074.24848024714+279.458573182856i,1074.24848024714+561.45293382723i
13-Jul-00,1078.23,206.18,281.64,558.22,1078.22512625972+206.181480132831i,1078.22512625972+281.641708800274i,1078.22512625972+558.218840013565i
14-Jul-00,1088.09,206.58,280.80,554.18,1088.09299266618+206.582842374682i,1088.09299266618+280.798054317959i,1088.09299266618+554.179445261614i
15-Jul-00,1085.42,205.56,280.35,556.83,1085.4182485276+205.555465265463i,1085.4182485276+280.345300016075i,1085.4182485276+556.834432825389i
16-Jul-00,1092.36,208.22,278.93,558.04,1092.36430440521+208.223712345563i,1092.36430440521+278.934764360315i,1092.36430440521+558.042220010028i
17-Jul-00,1097.26,207.57,281.03,559.31,1097.26081188821+207.570916301065i,1097.26081188821+281.034596541265i,1097.26081188821+559.306000022488i
18-Jul-00,1096.14,209.05,279.21,555.05,1096.13996675577+209.049394330423i,1096.13996675577+279.214830759678i,1096.13996675577+555.053197870635i
19-Jul-00,1104.47,211.75,277.36,555.32,1104.46989763871+211.749908691582i,1104.46989763871+277.356635908918i,1104.46989763871+555.32381322001i
20-Jul-00,1108.53,212.29,279.13,553.09,1108.53156811398+212.287609770604i,1108.53156811398+279.131475637489i,1108.53156811398+553.085143720872i
21-Jul-00,1110.44,212.85,277.60,557.51,1110.44163836462+212.845735011598i,1110.44163836462+277.598896539627i,1110.44163836462+557.510873976308i
22-Jul-00,1120.11,215.10,280.10,562.90,1120.10622108116+215.098403617472i,1120.10622108116+280.10102092499i,1120.10622108116+562.896051847286i
23-Jul-00,1118.87,215.68,282.73,563.37,1118.87317498436+215.679346912034i,1118.87317498436+282.734622236388i,1118.87317498436+563.367707132687i
24-Jul-00,1114.34,214.13,282.05,559.06,1114.33583958957+214.128606702401i,1114.33583958957+282.045233717099i,1114.33583958957+559.058889510368i
25-Jul-00,1120.84,215.40,280.15,564.09,1120.84145221832+215.396733522933i,1120.84145221832+280.148756942785i,1120.84145221832+564.091109860965i
26-Jul-00,1130.75,215.12,279.85,564.03,1130.74634323858+215.124750243463i,1130.74634323858+279.852643187304i,1130.74634323858+564.030317418942i
27-Jul-00,1135.57,213.98,280.40,566.68,1135.56870946953+213.979565550202i,1135.56870946953+280.404980206743i,1135.56870946953+566.679510098744i
28-Jul-00,1146.46,216.47,279.07,564.65,1146.46272530394+216.474030678496i,1146.46272530394+279.073322741931i,1146.46272530394+564.650051634692i
29-Jul-00,1136.03,217.23,278.07,562.37,1136.03122505941+217.225205840821i,1136.03122505941+278.067156010972i,1136.03122505941+562.368019855447i
30-Jul-00,1135.97,219.67,280.25,567.84,1135.97303499467+219.669381430265i,1135.97303499467+280.245048549816i,1135.97303499467+567.835403826136i
31-Jul-00,1142.22,218.95,279.32,569.11,1142.2210462582+218.954122081742i,1142.2210462582+279.315645885038i,1142.2210462582+569.107065551039i
01-Aug-00,1147.92,220.95,280.26,572.11,1147.9243646412+220.948124028593i,1147.9243646412+280.263733085i,1147.9243646412+572.109585416085i
02-Aug-00,1151.15,219.74,279.98,572.44,1151.15226856857+219.743425108022i,1151.15226856857+279.979910480003i,1151.15226856857+572.444993704547i
03-Aug-00,1147.06,222.58,279.65,577.31,1147.05721841562+222.584564819351i,1147.05721841562+279.649124754932i,1147.05721841562+577.308946821784i
04-Aug-00,1153.32,222.91,281.36,577.54,1153.31862317925+222.906756244187i,1153.31862317925+281.362977130392i,1153.31862317925+577.538338994813i
05-Aug-00,1145.94,221.28,283.85,577.40,1145.93652282864+221.281401654228i,1145.93652282864+283.851882762593i,1145.93652282864+577.396174943872i
06-Aug-00,1146.14,222.48,282.76,582.93,1146.13537219389+222.475513083375i,1146.13537219389+282.76001375415i,1146.13537219389+582.930710854458i
07-Aug-00,1137.98,223.43,284.61,581.81,1137.98016392916+223.428421424806i,1137.98016392916+284.613092248075i,1137.98016392916+581.812209873355i
08-Aug-00,1143.37,221.84,283.22,577.19,1143.3730920113+221.843598842695i,1143.3730920113+283.219266647723i,1143.3730920113+577.192912909007i
09-Aug-00,1147.62,224.24,281.79,581.48,1147.62265292781+224.243570947032i,1147.62265292781+281.794951364909i,1147.62265292781+581.478432209144i
10-Aug-00,1150.47,225.35,280.32,577.36,1150.46906760274+225.350471988454i,1150.46906760274+280.315018312056i,1150.46906760274+577.360295384503i
11-Aug-00,1151.00,228.15,282.56,575.16,1151.00274161199+228.145691484525i,1151.00274161199+282.559318543258i,1151.00274161199+575.162093183749i
12-Aug-00,1154.07,230.31,285.41,572.20,1154.06915487628+230.311517646627i,1154.06915487628+285.409569510693i,1154.06915487628+572.199597403834i
13-Aug-00,1159.52,228.94,287.06,577.42,1159.5167813321+228.940538602812i,1159.5167813321+287.063424461578i,1159.5167813321+577.420289534898i
14-Aug-00,1165.58,231.51,289.91,576.42,1165.58220940944+231.511874790649i,1165.58220940944+289.907103681311i,1165.58220940944+576.421374034977i
15-Aug-00,1168.85,230.65,292.60,575.00,1168.84814030854+230.652594768514i,1168.84814030854+292.597684220368i,1168.84814030854+575.000266886929i
16-Aug-00,1169.89,228.79,294.56,577.99,1169.88778122885+228.793890137177i,1169.88778122885+294.560798845595i,1169.88778122885+577.991917614461i
17-Aug-00,1160.22,231.01,293.37,576.24,1160.22434758606+231.007359829362i,1160.22434758606+293.367152763089i,1160.22434758606+576.235765846684i
18-Aug-00,1156.92,231.33,296.11,578.59,1156.91816926331+231.332980219172i,1156.91816926331+296.114012821177i,1156.91816926331+578.58726353397i
19-Aug-00,1148.20,230.90,296.45,581.47,1148.20138271674+230.903267893183i,1148.20138271674+296.447492678262i,1148.20138271674+581.467378426018i
20-Aug-00,1137.78,232.58,295.13,577.44,1137.78104579374+232.584902405549i,1137.78104579374+295.129171020947i,1137.78104579374+577.43507160055i
21-Aug-00,1135.61,231.75,295.81,575.14,1135.61434196915+231.754046439471i,1135.61434196915+295.812407644912i,1135.61434196915+575.139346735368i
22-Aug-00,1145.32,234.21,297.02,578.00,1145.32021285874+234.211990958263i,1145.32021285874+297.019403831312i,1145.32021285874+578.004284383807i
23-Aug-00,1142.32,236.29,299.45,573.65,1142.32086729099+236.294613008095i,1142.32086729099+299.446785493326i,1142.32086729099+573.654115340344i
24-Aug-00,1147.93,239.24,298.74,571.40,1147.92917590098+239.244804785255i,1147.92917590098+298.740173475607i,1147.92917590098+571.402823642151i
25-Aug-00,1146.72,241.68,301.70,574.75,1146.71989640972+241.678756881209i,1146.71989640972+301.702030952808i,1146.71989640972+574.750348962913i
26-Aug-00,1137.81,243.34,302.01,575.31,1137.80569547554+243.340995685318i,1137.80569547554+302.00649331449i,1137.80569547554+575.306231393713i
27-Aug-00,1127.76,245.10,304.97,571.59,1127.76206448433+245.103794851974i,1127.76206448433+304.974890482615i,1127.76206448433+571.593526716556i
28-Aug-00,1133.82,243.41,303.63,572.19,1133.81834272283+243.40666577593i,1133.81834272283+303.627443518183i,1133.81834272283+572.191264697656i
29-Aug-00,1141.04,244.87,300.75,568.45,1141.04447094476+244.870609076812i,1141.04447094476+300.746316121371i,1141.04447094476+568.449821428552i
30-Aug-00,1148.23,247.15,303.50,570.16,1148.22770601356+247.152204845478i,1148.22770601356+303.501872559708i,1148.22770601356+570.157209048955i
31-Aug-00,1142.02,247.51,304.71,568.96,1142.01683275458+247.512050099789i,1142.01683275458+304.713285756008i,1142.01683275458+568.957954157817i
01-Sep-00,1142.20,247.21,302.38,569.37,1142.19992508037+247.206073705944i,1142.19992508037+302.37978462069i,1142.19992508037+569.371435630067i
02-Sep-00,1144.89,250.14,302.88,565.18,1144.89014776255+250.143099977743i,1144.89014776255+302.877863209172i,1144.89014776255+565.175845843332i
03-Sep-00,1150.72,248.38,303.40,563.28,1150.72282493748+248.379222300503i,1150.72282493748+303.403504845879i,1150.72282493748+563.278955140463i
04-Sep-00,1142.25,250.74,305.13,565.60,1142.25267179203+250.742920875858i,1142.25267179203+305.129152247145i,1142.25267179203+565.602330686529i
05-Sep-00,1148.92,253.23,307.01,567.10,1148.92102925863+253.234457056221i,1148.92102925863+307.014301639644i,1148.92102925863+567.097868339066i
06-Sep-00,1157.59,254.47,304.95,563.46,1157.58691604713+254.474861816866i,1157.58691604713+304.954222796265i,1157.58691604713+563.459976775218i
07-Sep-00,1148.15,255.97,306.41,560.92,1148.14903370648+255.97290908437i,1148.14903370648+306.407799437235i,1148.14903370648+560.918276515762i
08-Sep-00,1157.55,254.60,309.85,557.99,1157.55197544921+254.59748009022i,1157.55197544921+309.846155673331i,1157.55197544921+557.987822380492i
09-Sep-00,1155.70,254.76,312.90,558.04,1155.70244367582+254.758316643131i,1155.70244367582+312.899473558998i,1155.70244367582+558.038276019208i
10-Sep-00,1163.01,254.16,311.55,562.78,1163.00801663446+254.16316521782i,1163.00801663446+311.54576231527i,1163.00801663446+562.775120311713i
11-Sep-00,1168.54,256.79,309.29,561.13,1168.54116732896+256.789055876849i,1168.54116732896+309.291237681498i,1168.54116732896+561.12737986437i
12-Sep-00,1179.86,255.03,311.75,557.19,1179.85840723663+255.025928864886i,1179.85840723663+311.748832567784i,1179.85840723663+557.193549468195i
13-Sep-00,1183.80,256.32,310.13,559.22,1183.80432149266+256.315321375522i,1183.80432149266+310.133734743169i,1183.80432149266+559.215076024384i
14-Sep-00,1175.11,255.34,313.44,554.91,1175.10677586933+255.337385920931i,1175.10677586933+313.435383091074i,1175.10677586933+554.911301880258i
15-Sep-00,1173.18,257.46,314.27,557.61,1173.18099218262+257.45965070264i,1173.18099218262+314.267818591616i,1173.18099218262+557.611411075343i
16-Sep-00,1175.12,257.31,318.01,556.01,1175.11989749533+257.312874226057i,1175.11989749533+318.0071398482i,1175.11989749533+556.012311468929i
17-Sep-00,1176.51,255.84,315.89,561.03,1176.50743783722+255.843805337484i,1176.50743783722+315.885920546608i,1176.50743783722+561.027790087356i
18-Sep-00,1184.07,256.21,316.05,559.05,1184.07387506969+256.208733630045i,1184.07387506969+316.054545615955i,1184.07387506969+559.053224171269i
19-Sep-00,1183.43,255.14,320.04,558.49,1183.43065849765+255.137108120192i,1183.43065849765+320.036806697699i,1183.43065849765+558.485887169194i
20-Sep-00,1189.89,254.72,320.43,559.64,1189.88823766782+254.721747647064i,1189.88823766782+320.428303457716i,1189.88823766782+559.639522960737i
21-Sep-00,1179.15,252.74,318.20,564.49,1179.14777025967+252.742368958418i,1179.14777025967+318.196534938491i,1179.14777025967+564.491704884976i
22-Sep-00,1172.78,253.69,316.21,565.10,1172.77663690353+253.690961189445i,1172.77663690353+316.213483735381i,1172.77663690353+565.101726305915i
23-Sep-00,1182.36,255.60,314.63,564.08,1182.35696513941+255.599543996126i,1182.35696513941+314.634395999738i,1182.35696513941+564.076928964438i
24-Sep-00,1183.20,257.72,313.98,564.94,1183.19623700862+257.723145438221i,1183.19623700862+313.979919871251i,1183.19623700862+564.935172477344i
25-Sep-00,1184.22,260.53,314.17,566.63,1184.21753280779+260.527377437331i,1184.21753280779+314.171048015312i,1184.21753280779+566.628560603331i
26-Sep-00,1181.17,258.75,316.96,566.07,1181.17411812848+258.753766527812i,1181.17411812848+316.956891420741i,1181.17411812848+566.073400437694i
27-Sep-00,1181.56,257.84,318.99,568.43,1181.56397387993+257.835213497009i,1181.56397387993+318.985037297963i,1181.56397387993+568.433961586588i
28-Sep-00,1191.59,257.63,320.53,564.94,1191.59481849192+257.627377844294i,1191.59481849192+320.530584638689i,1191.59481849192+564.944164411937i
29-Sep-00,1192.34,258.65,318.38,561.59,1192.34203515859+258.652711013745i,1192.34203515859+318.38494601546i,1192.34203515859+561.587653439317i
30-Sep-00,1182.67,260.25,321.03,560.48,1182.66777715304+260.248857258938i,1182.66777715304+321.033111746656i,1182.66777715304+560.477741032613i
01-Oct-00,1172.89,261.33,320.23,563.34,1172.89213125043+261.328478968817i,1172.89213125043+320.233273879895i,1172.89213125043+563.343521977902i
02-Oct-00,1175.59,263.34,320.49,558.92,1175.59299056006+263.336038107424i,1175.59299056006+320.494153877079i,1175.59299056006+558.924168555808i
03-Oct-00,1187.57,262.25,321.41,558.40,1187.57164258738+262.245507816937i,1187.57164258738+321.407327643451i,1187.57164258738+558.40404861532i
04-Oct-00,1180.37,264.61,319.50,563.48,1180.36528548709+264.607245014883i,1180.36528548709+319.496563423165i,1180.36528548709+563.476127012893i
05-Oct-00,1191.10,267.40,322.52,568.02,1191.10452724014+267.401777525875i,1191.10452724014+322.523365246871i,1191.10452724014+568.019789549568i
06-Oct-00,1194.22,266.51,320.22,570.57,1194.22431104969+266.51248047409i,1194.22431104969+320.219780240962i,1194.22431104969+570.570983654567i
07-Oct-00,1193.89,265.96,320.55,570.63,1193.88644348567+265.961868599102i,1193.88644348567+320.550623163039i,1193.88644348567+570.627889649462i
08-Oct-00,1193.69,267.61,318.18,569.91,1193.69002503106+267.608558358852i,1193.69002503106+318.177222649025i,1193.69002503106+569.910848738087i
09-Oct-00,1195.25,265.75,320.44,572.63,1195.24890942094+265.745148391647i,1195.24890942094+320.439135562121i,1195.24890942094+572.628114466528i
10-Oct-00,1188.86,265.63,324.27,573.72,1188.86117474365+265.625264546937i,1188.86117474365+324.274411530776i,1188.86117474365+573.717339655049i
11-Oct-00,1190.95,268.21,322.60,577.86,1190.95466058775+268.205671154033i,1190.95466058775+322.604273637211i,1190.95466058775+577.860236943406i
12-Oct-00,1193.38,267.27,325.76,577.07,1193.38477817669+267.268131176776i,1193.38477817669+325.75880471783i,1193.38477817669+577.074288829215i
13-Oct-00,1184.18,269.53,325.64,577.85,1184.17595095868+269.529551462275i,1184.17595095868+325.64061283077i,1184.17595095868+577.851207023931i
14-Oct-00,1194.65,268.35,327.89,577.45,1194.65324899083+268.345212515856i,1194.65324899083+327.891996691534i,1194.65324899083+577.448240705394i
15-Oct-00,1188.85,271.15,328.53,582.73,1188.8541688681+271.147341314333i,1188.8541688681+328.525002284078i,1188.8541688681+582.726695689972i
16-Oct-00,1190.64,270.84,327.38,580.05,1190.64248032652+270.837072735027i,1190.64248032652+327.381754802299i,1190.64248032652+580.047710512231i
17-Oct-00,1187.78,270.16,324.82,577.78,1187.77718100979+270.155225035726i,1187.77718100979+324.819125886101i,1187.77718100979+577.783234327633i
18-Oct-00,1192.98,269.24,326.43,578.91,1192.9792950182+269.242468000469i,1192.9792950182+326.429283531633i,1192.9792950182+578.914385206015i
19-Oct-00,1191.93,271.31,323.97,576.91,1191.92745496236+271.310842234909i,1191.92745496236+323.966136313084i,1191.92745496236+576.908736896693i
20-Oct-00,1201.40,273.49,322.56,582.17,1201.39529732704+273.489361339663i,1201.39529732704+322.563932325295i,1201.39529732704+582.174385017231i
21-Oct-00,1196.32,275.25,326.21,588.05,1196.32112613226+275.246456266353i,1196.32112613226+326.207797273988i,1196.32112613226+588.051207240889i
22-Oct-00,1199.26,275.77,329.36,586.27,1199.26018625411+275.772167624764i,1199.26018625411+329.359075976703i,1199.26018625411+586.272993649053i
23-Oct-00,1204.59,277.64,329.68,590.94,1204.58785199672+277.644897629366i,1204.58785199672+329.681373455253i,1204.58785199672+590.944899563999i
24-Oct-00,1199.02,279.19,328.53,589.01,1199.0171914441+279.189392487422i,1199.0171914441+328.533248006045i,1199.0171914441+589.013782199956i
25-Oct-00,1191.65,279.75,331.09,592.52,1191.65087454979+279.7477191841i,1191.65087454979+331.087536390077i,1191.65087454979+592.518492837014i
26-Oct-00,1187.35,278.90,332.05,595.68,1187.34567963154+278.897583141384i,1187.34567963154+332.052406796669i,1187.34567963154+595.680581773614i
27-Oct-00,1181.83,278.40,335.62,594.74,1181.82565592222+278.403940636453i,1181.82565592222+335.62281170427i,1181.82565592222+594.744118707974i
28-Oct-00,1180.37,279.68,335.80,596.75,1180.36820196263+279.676685207838i,1180.36820196263+335.803652458925i,1180.36820196263+596.75492679034i
29-Oct-00,1184.91,278.01,337.55,596.13,1184.90733854122+278.013244114086i,1184.90733854122+337.550032361509i,1184.90733854122+596.125868130807i
30-Oct-00,1189.61,279.22,340.40,602.05,1189.61241427383+279.218350767934i,1189.61241427383+340.395530372902i,1189.61241427383+602.051006631788i
31-Oct-00,1200.81,279.44,339.13,601.11,1200.80980642434+279.442224361414i,1200.80980642434+339.125795461653i,1200.80980642434+601.105407877897i
01-Nov-00,1213.76,277.56,337.75,605.51,1213.75728104368+277.563154271082i,1213.75728104368+337.752923088792i,1213.75728104368+605.511114457611i
02-Nov-00,1203.79,278.07,335.48,604.35,1203.78598711632+278.066675225362i,1203.78598711632+335.481440710536i,1203.78598711632+604.354931124798i
03-Nov-00,1205.90,280.96,334.81,607.84,1205.89586983496+280.956858708392i,1205.89586983496+334.807396507227i,1205.89586983496+607.837986011909i
04-Nov-00,1212.12,279.90,338.18,605.31,1212.12265794467+279.904193721255i,1212.12265794467+338.179779139217i,1212.12265794467+605.314940772462i
05-Nov-00,1218.51,281.95,335.79,601.42,1218.51439631935+281.954074973494i,1218.51439631935+335.785300318645i,1218.51439631935+601.420131303797i
06-Nov-00,1214.68,281.26,339.43,607.25,1214.67970943641+281.258719496528i,1214.67970943641+339.433232012257i,1214.67970943641+607.250179527611i
07-Nov-00,1208.92,283.75,341.98,613.81,1208.9238133571+283.748699170868i,1208.9238133571+341.980685877132i,1208.9238133571+613.807019090622i
08-Nov-00,1200.04,283.53,344.04,611.00,1200.038311657+283.530738059755i,1200.038311657+344.038956663301i,1200.038311657+610.999436389524i
09-Nov-00,1193.68,286.26,343.18,617.59,1193.67741778472+286.264591007595i,1193.67741778472+343.184263347738i,1193.67741778472+617.585861404824i
10-Nov-00,1191.21,284.85,344.48,613.94,1191.21193712225+284.854647747919i,1191.21193712225+344.475321739688i,1191.21193712225+613.93894225494i
11-Nov-00,1187.11,284.86,343.04,615.20,1187.11416759102+284.863302428458i,1187.11416759102+343.037771074787i,1187.11416759102+615.195906913841i
12-Nov-00,1192.03,285.73,342.48,621.92,1192.03398517792+285.729029173457i,1192.03398517792+342.481407255186i,1192.03398517792+621.916829162884i
13-Nov-00,1198.29,286.58,342.01,616.19,1198.28729659562+286.57528845742i,1198.28729659562+342.007567560779i,1198.28729659562+616.193803013415i
14-Nov-00,1207.23,287.09,339.04,622.24,1207.22977496081+287.092714784554i,1207.22977496081+339.042163142137i,1207.22977496081+622.23999074215i
15-Nov-00,1209.75,288.50,340.39,620.93,1209.7493429255+288.498952980967i,1209.7493429255+340.38827613654i,1209.7493429255+620.9300190457i
16-Nov-00,1201.01,287.98,342.35,626.71,1201.01279508683+287.98159333738i,1201.01279508683+342.351986811479i,1201.01279508683+626.707757417574i
17-Nov-00,1211.16,288.16,344.75,626.45,1211.16385463721+288.163738470896i,1211.16385463721+344.748053296008i,1211.16385463721+626.453699167565i
18-Nov-00,1205.63,290.12,343.48,627.11,1205.62908598579+290.123090181579i,1205.62908598579+343.479953601242i,1205.62908598579+627.110779686535i
19-Nov-00,1205.64,289.71,340.63,624.86,1205.63561654841+289.711902367447i,1205.63561654841+340.632586428652i,1205.63561654841+624.857164946333i
20-Nov-00,1202.99,290.05,344.22,630.92,1202.98651681396+290.052079684253i,1202.98651681396+344.222262006965i,1202.98651681396+630.922703562104i
21-Nov-00,1200.79,291.58,341.83,635.19,1200.79156103574+291.575412837189i,1200.79156103574+341.832443344511i,1200.79156103574+635.192784223432i
22-Nov-00,1205.94,289.85,345.43,632.94,1205.94305969541+289.847472632302i,1205.94305969541+345.429135186675i,1205.94305969541+632.940318214857i
23-Nov-00,1215.75,289.39,346.88,632.46,1215.74849405145+289.389206891006i,1215.74849405145+346.875287608747i,1215.74849405145+632.463299277368i
24-Nov-00,1215.10,290.87,348.07,633.80,1215.10124097528+290.874099465171i,1215.10124097528+348.073581038734i,1215.10124097528+633.801837057436i
25-Nov-00,1223.09,290.71,348.40,629.13,1223.0910969824+290.710523964012i,1223.0910969824+348.399264760904i,1223.0910969824+629.134941919252i
26-Nov-00,1223.73,292.92,346.70,633.63,1223.73493197097+292.92404468542i,1223.73493197097+346.697579285619i,1223.73493197097+633.626437028423i
27-Nov-00,1234.79,295.08,350.39,639.69,1234.79277068074+295.083988034369i,1234.79277068074+350.390430071608i,1234.79277068074+639.694195373045i
28-Nov-00,1245.67,296.61,350.65,645.07,1245.67465155722+296.611249840068i,1245.67465155722+350.64574635288i,1245.67465155722+645.070396089304i
29-Nov-00,1251.61,296.73,349.91,650.09,1251.60858987131+296.733347279435i,1251.60858987131+349.913552317711i,1251.60858987131+650.092088428979i
30-Nov-00,1254.31,298.89,351.24,644.43,1254.30578879092+298.890788276065i,1254.30578879092+351.243943013612i,1254.30578879092+644.426054351916i
01-Dec-00,1263.96,300.09,349.04,640.56,1263.9561507816+300.089584858383i,1263.9561507816+349.043682641302i,1263.9561507816+640.560368181929i
02-Dec-00,1261.86,303.31,346.07,640.04,1261.85956837446+303.31472280463i,1261.85956837446+346.066242178046i,1261.85956837446+640.038598132291i
03-Dec-00,1268.85,306.69,347.40,646.64,1268.84675819266+306.688548669215i,1268.84675819266+347.402926132591i,1268.84675819266+646.640378838482i
04-Dec-00,1271.12,306.56,347.31,650.14,1271.1227807811+306.559717054197i,1271.1227807811+347.31075246339i,1271.1227807811+650.140946760134i
05-Dec-00,1271.46,308.57,345.94,653.88,1271.46275954051+308.566585208752i,1271.46275954051+345.935921790261i,1271.46275954051+653.881083659044i
06-Dec-00,1267.02,308.66,342.96,657.15,1267.01639083354+308.661563460944i,1267.01639083354+342.955549789549i,1267.01639083354+657.150090715269i
07-Dec-00,1258.62,305.83,342.72,658.40,1258.61874576635+305.827333792389i,1258.61874576635+342.72047695812i,1258.61874576635+658.402453648909i
08-Dec-00,1269.22,305.02,341.52,662.54,1269.22266480556+305.015486708502i,1269.22266480556+341.522680730334i,1269.22266480556+662.536422482357i
09-Dec-00,1269.28,308.26,342.84,661.16,1269.28027355751+308.263710485509i,1269.28027355751+342.835168774337i,1269.28027355751+661.158846265327i
10-Dec-00,1279.61,306.93,344.11,668.04,1279.60767022126+306.932176058559i,1279.60767022126+344.112490949856i,1279.60767022126+668.038461200152i
11-Dec-00,1272.79,307.71,342.50,674.50,1272.79081500932+307.714389797166i,1272.79081500932+342.499494420659i,1272.79081500932+674.501894321944i
12-Dec-00,1273.47,310.92,345.76,679.59,1273.4723137083+310.919658206723i,1273.4723137083+345.763843648001i,1273.4723137083+679.585748727064i
13-Dec-00,1282.48,311.29,347.72,678.56,1282.48262366407+311.286389094092i,1282.48262366407+347.7220944909i,1282.48262366407+678.561807966092i
14-Dec-00,1280.20,311.81,349.41,681.33,1280.2043797752+311.811102845933i,1280.2043797752+349.407160231545i,1280.2043797752+681.326024283262i
15-Dec-00,1285.47,311.09,347.72,686.95,1285.47167576901+311.090620564165i,1285.47167576901+347.719783096888i,1285.47167576901+686.94640831038i
16-Dec-00,1278.53,314.89,344.73,690.34,1278.53445957518+314.888913509282i,1278.53445957518+344.728964198196i,1278.53445957518+690.335796592395i
17-Dec-00,1290.93,315.07,342.44,691.00,1290.92760302777+315.065490339297i,1290.92760302777+342.439085514142i,1290.92760302777+690.996187174774i
18-Dec-00,1294.82,318.33,344.60,689.71,1294.81569040849+318.328970085186i,1294.81569040849+344.599773789491i,1294.81569040849+689.709500565821i
19-Dec-00,1306.14,316.52,347.48,694.85,1306.14343834831+316.516523327235i,1306.14343834831+347.482523921941i,1306.14343834831+694.852855459492i
20-Dec-00,1318.20,317.79,347.13,689.40,1318.19729847057+317.794823458535i,1318.19729847057+347.134713720687i,1318.19729847057+689.397872924277i
21-Dec-00,1306.47,320.51,345.89,688.35,1306.46864225988+320.51486651896i,1306.46864225988+345.892371281492i,1306.46864225988+688.351272349778i
22-Dec-00,1300.38,323.72,345.50,693.93,1300.37594594677+323.719772082069i,1300.37594594677+345.498221377959i,1300.37594594677+693.925047485826i
23-Dec-00,1294.70,322.16,346.74,697.28,1294.70382084209+322.160812152126i,1294.70382084209+346.736908569583i,1294.70382084209+697.275093125583i
24-Dec-00,1289.68,321.09,350.26,697.53,1289.68042784336+321.089309367485i,1289.68042784336+350.258098367876i,1289.68042784336+697.534269405737i
25-Dec-00,1282.18,322.07,352.65,696.23,1282.17961091299+322.067870741699i,1282.17961091299+352.648259419146i,1282.17961091299+696.232993741298i
26-Dec-00,1286.65,321.79,355.25,698.25,1286.65182236119+321.785802626098i,1286.65182236119+355.251554997091i,1286.65182236119+698.25214523154i
27-Dec-00,1290.34,324.66,356.78,694.36,1290.34154776545+324.663962826258i,1290.34154776545+356.782406050101i,1290.34154776545+694.360895879667i
28-Dec-00,1296.03,328.14,355.55,697.36,1296.0292056929+328.144569500281i,1296.0292056929+355.55176983376i,1296.0292056929+697.361447690474i
29-Dec-00,1291.42,330.26,356.90,695.82,1291.41842705255+330.262255210483i,1291.41842705255+356.900072910557i,1291.41842705255+695.824874941677i
30-Dec-00,1285.06,330.92,358.02,695.97,1285.0574974295+330.922565299942i,1285.0574974295+358.01791670587i,1285.0574974295+695.974285083895i
31-Dec-00,1281.07,334.79,361.67,701.45,1281.06710102772+334.789827711879i,1281.06710102772+361.669407991721i,1281.06710102772+701.445307181886i
